天赋,训练量,表现
-0.176288,0.343624,0.155343
0.161762,0.515737,0.186276
0.764562,0.384993,0.456718
0.328242,-0.044485,-0.002758
1.165203,1.173836,1.169504
-0.293296,-0.770068,-0.583736
1.034429,0.952935,1.226993
0.122925,0.272306,0.280720
0.507633,0.218049,0.545167
0.403629,0.481379,0.447336
1.240730,0.919558,1.117403
0.721412,0.753698,0.668392
-0.442945,-0.977113,-0.462512
-0.641267,-0.141636,-0.244702
-0.049754,0.478473,0.219760
-0.760101,-0.371595,-0.583371
-1.052192,-0.435927,-0.715205
-2.128052,-1.544596,-1.768846
-1.549263,-0.638818,-1.019904
1.985406,1.422408,1.479955
-0.656500,-1.033521,-0.653242
1.903460,1.742530,2.055325
0.403155,-0.534865,0.375500
-0.049758,0.106559,-0.137057
-1.500605,-1.242535,-1.145831
0.004669,-0.220795,-0.703350
1.892184,1.410523,1.851900
1.557637,0.735702,0.627501
0.274239,0.448070,0.083238
-1.148668,-0.775670,-0.825201
-0.957165,-0.978663,-1.156513
-0.852592,0.072275,-0.525177
1.278155,0.997100,0.964077
1.631720,1.457605,1.746139
0.195893,0.845419,0.305742
-0.303080,0.487933,0.155281
1.548710,1.373990,1.330281
-0.978574,-0.836331,-0.647261
0.051823,-0.678576,-0.132039
0.462966,0.427422,-0.108945
-0.862801,-0.056668,-0.065588
-0.635914,-0.267983,-0.598382
-0.713738,-2.221908,-1.547752
1.416727,1.426740,1.141062
1.914367,1.805807,1.960571
0.114793,-0.070256,0.769168
-0.268219,0.306428,0.114719
-0.599841,-0.105906,-0.441434
0.001746,-0.341531,-0.273868
-0.550222,0.250495,-0.510500
-0.097030,-0.701660,-0.025119
0.413233,0.260641,0.415542
-0.405313,-0.362220,-0.694127
-0.189588,-0.545431,-0.707989
-0.185454,0.022079,-0.056350
-0.317563,0.432890,0.412307
-0.441448,0.314857,-0.332962
0.762197,0.895370,1.176123
-1.770736,-2.087476,-1.988270
1.574280,0.434020,0.611051
0.135529,0.177955,0.020678
0.610018,0.409895,1.014510
0.725078,0.258515,0.028676
-0.708059,0.457020,-0.228579
-0.914359,-0.587121,-0.432241
-1.032269,-0.451382,-0.618800
-0.247068,0.320999,-0.143600
0.699205,0.516923,0.879273
-0.583762,0.886898,0.602323
0.607932,-0.044634,0.315809
-2.367921,-1.960581,-2.307236
-0.385567,-0.741310,-0.736504
1.167137,1.598325,1.511253
-0.170971,0.281363,-0.293149
-0.829144,-0.852477,-0.444808
-0.656843,-0.891728,-0.287712
-3.028023,-1.427171,-2.138298
-1.011802,-0.527418,-0.614340
1.057241,1.445278,1.645804
-0.582603,-0.437897,0.090889
-0.464544,-0.069413,0.239629
-2.331812,-1.482155,-2.342679
-1.630838,-1.453642,-1.619186
1.190049,0.760962,1.082804
0.617294,-0.160046,0.002625
-1.297439,-0.661154,-0.380838
-0.630572,-0.060776,0.200118
-0.029172,0.474660,0.028348
-1.196128,-0.504017,-0.829581
-2.004144,-1.467006,-1.906727
-0.159210,0.664538,0.276500
0.572609,0.846980,0.669602
0.591857,1.108573,1.188164
0.875237,1.338310,0.886541
-1.553557,-1.150290,-2.096622
0.057902,0.234471,-0.317520
-0.268451,0.199367,-0.296251
-0.087221,-0.635625,-0.612971
-0.211782,-0.711734,-0.455601
-0.660448,-1.111970,-1.255299
-3.017790,-2.166503,-2.870348
1.161829,0.646622,0.573870
0.329990,-0.486842,-0.494805
-1.484290,-0.964324,-1.338658
0.473132,0.283383,0.180096
-0.447305,0.278007,0.194599
-0.418972,0.713209,-0.036522
-0.768415,-0.309665,-0.600444
0.536930,0.027536,0.067787
-0.799824,-0.236514,-0.219173
-1.096835,-0.763133,-0.942897
1.131745,0.672159,1.171202
-0.178881,-0.556018,-0.750874
-0.147486,-0.335350,-0.275015
0.692464,0.395829,0.341716
-0.667587,-0.065262,-0.674006
-0.468153,-0.072194,-0.250831
0.305715,1.126789,1.318238
-1.541378,-0.741795,-1.317501
0.221099,0.366917,0.270353
-0.755711,-0.682113,-1.105222
0.855473,0.080099,-0.047520
0.546663,0.097718,0.041120
0.414548,-0.059735,-0.005017
-1.606959,-2.405324,-2.207653
-0.103395,-0.576693,-0.455181
-1.177267,-0.022982,-0.979195
-0.036864,0.158495,-0.107432
-2.315280,-1.808958,-1.860959
-1.540832,-0.879343,-1.551412
1.189034,-0.144379,0.282442
0.369053,0.399386,0.475106
-0.353816,0.391075,-0.141561
-0.908743,-0.696678,-0.679047
-1.084254,-1.644973,-1.877023
0.200156,-0.066861,0.306480
-0.343632,0.399088,0.211740
1.546647,1.211968,1.362539
-0.184764,-0.838490,-0.239554
0.058720,1.224919,0.659635
-1.388503,-1.598857,-1.700072
-0.360699,-0.373952,0.043113
0.176991,-0.394799,0.386147
-0.372786,-0.778951,-0.824516
-0.485629,-0.566016,-0.567984
0.326910,0.546912,0.772424
1.514823,1.705642,1.605871
0.144969,-0.091606,0.181401
1.144186,0.295859,0.869311
0.621602,0.674441,0.484614
1.084353,1.013029,1.167341
-0.609720,-0.306616,-0.429715
-0.206927,-0.006979,-0.452019
-0.202774,-0.198225,-0.496940
0.546277,0.431469,0.281668
