二氧化碳,温度,海冰面积
0.573670,1.097411,0.569699
0.837745,0.600788,0.576372
-0.077477,-0.076967,0.119705
-0.566809,-0.188139,-0.599388
1.584207,0.810479,1.052346
-1.072320,-1.073192,-1.104846
-0.941332,-0.707880,-1.104821
-1.327128,-1.389193,-2.096297
-0.943551,-0.775033,-1.150394
1.247345,1.842922,1.682957
1.280833,1.417900,1.508916
-0.074046,0.102187,0.180003
0.496314,1.123259,1.055353
-0.010505,-0.419801,-0.444001
-1.191977,0.410836,-0.482472
2.218107,1.322424,1.793214
1.374740,1.964221,1.664904
0.354419,1.247795,1.162568
-0.855890,-1.475738,-1.113387
-0.224934,0.576092,0.640828
-0.692426,-0.626652,-0.792623
0.097582,-0.215677,0.229887
0.309923,0.479265,1.021931
-0.341125,-0.742746,-0.565975
-1.454413,-0.767090,-0.892227
2.132059,1.022044,1.186892
0.237527,0.254808,0.516113
0.456592,0.987296,1.113732
-0.422409,-0.102428,-0.378756
-1.562011,-1.273304,-1.212939
-0.083301,0.212395,0.178259
-0.323222,-0.929496,-0.569751
0.709534,0.077244,0.573766
0.906078,0.419119,0.769572
0.765029,0.928946,0.821683
0.988272,0.894690,1.182112
1.803666,1.530149,1.973113
0.389852,0.259205,0.145205
1.099216,0.375401,0.664387
0.493861,1.089761,0.320793
-1.900035,-1.678922,-1.592288
-0.154520,0.101355,0.365940
-0.867712,-0.663450,-0.822343
0.231433,0.443500,0.398704
-0.791010,-0.856451,-0.896333
0.605681,0.950315,0.697293
0.981028,1.375859,1.287578
1.203570,1.338161,1.049052
1.619262,1.212296,1.304499
-1.676024,-1.390779,-1.776243
-1.199000,0.571756,0.040176
2.927815,1.553658,2.175093
1.009524,1.147281,0.962807
0.224448,0.323506,0.295006
0.032038,-0.008842,-0.058708
-0.056860,0.052779,0.352092
-1.933747,-1.608730,-1.871040
-0.772329,-0.327103,-0.314680
-0.111848,0.080119,-0.208230
-0.715860,0.837725,0.460562
-0.585136,0.125816,0.152627
2.558731,2.049053,2.578276
-0.251653,0.111622,0.407617
0.278120,1.114453,0.867653
0.242536,-0.315438,0.279136
0.589459,0.321255,0.915791
-0.477283,-1.287667,-1.300129
1.246981,1.152274,1.009185
0.443562,0.734580,0.169463
-1.287164,-1.398815,-1.035812
-0.107504,0.642287,-0.110189
-0.172148,-0.479944,-0.890778
-0.218165,-0.323950,-0.610854
0.509297,0.416291,-0.068000
0.634725,1.241406,1.080381
0.516653,-0.067442,-0.159167
0.338915,0.382864,-0.141800
0.085638,0.447365,0.290112
-2.151207,-1.221610,-1.588315
0.777893,0.847225,0.258557
0.488354,0.722598,0.414790
-0.984761,-0.966694,-0.996313
0.280582,1.040297,0.629364
0.647938,0.397982,0.399120
1.171247,0.697949,1.241054
0.510301,1.031024,1.466698
0.321602,-0.090162,-0.019446
0.946772,0.822880,0.475872
-0.306540,-0.575995,-0.538588
0.412003,1.548020,1.151901
-0.621113,0.719548,0.167300
1.110297,0.722087,1.060578
-1.609711,-0.866869,-0.500433
0.816737,0.574316,0.157348
0.017709,-0.161903,-0.242182
0.965387,0.735587,1.289850
-0.780544,-0.566682,-0.808840
0.089984,-0.697345,-0.145566
0.060630,0.173953,0.317894
0.433884,0.282572,0.714161
-1.047562,-0.577193,-0.191339
0.636215,0.406592,0.598363
-1.845894,-1.472296,-2.145484
-0.667842,-0.030034,-0.495280
-1.562730,-0.827344,-0.465682
0.828219,1.277777,0.673695
0.400131,0.527456,0.625568
0.456039,0.220424,-0.439683
1.473189,1.339617,0.987678
-0.315942,-1.211466,-0.587175
0.609586,1.478550,1.141753
0.066022,0.183406,0.023520
-0.086235,1.031864,0.340318
1.306626,0.479966,0.211667
2.081879,0.898493,1.579869
-0.431467,-0.119110,-0.328997
0.833720,0.764871,0.335851
0.319117,0.392504,0.372206
0.331112,0.324692,0.501634
0.247178,-0.141034,-0.045952
-0.333078,-0.975832,-0.683933
-3.584981,-2.367911,-2.843301
1.534809,0.433071,0.661728
-0.694733,-1.174816,-0.966505
-0.241557,-0.359406,-0.091701
-0.220293,0.061124,0.258951
-0.783803,0.445217,0.190828
0.240240,0.657798,0.288245
-0.044312,0.685590,0.584493
-0.716536,-0.174744,-0.251821
0.149302,0.287938,0.019571
-0.033047,1.229762,0.585345
0.927839,-0.011941,0.567879
-1.340383,-1.144883,-0.810011
-0.805389,-0.731362,-1.304475
0.725298,0.954487,1.354830
-0.639743,-0.937208,-0.468974
-0.903402,-0.250667,-0.452025
-0.590291,-0.123379,-0.382359
-0.100979,0.335989,0.278332
-0.097179,0.329586,-0.033289
-0.209958,0.622189,0.236021
-1.028565,-0.744600,-1.300694
0.773159,0.806290,0.270581
1.326220,0.560079,1.566227
-1.910429,-1.819698,-1.837067
-1.553541,-0.205064,-0.683348
1.002857,0.295940,0.569487
1.569796,1.419513,1.231294
-2.129179,-1.224904,-1.678733
0.815437,1.158296,1.048509
