压力,睡眠质量,情绪
0.693622,0.237747,0.396984
-0.741094,-0.836564,-0.914708
0.963977,0.645286,0.740150
-1.347596,-1.038185,-0.752983
0.306551,1.244927,0.695961
-0.090899,-0.255577,0.486896
0.827342,0.723972,0.574771
-1.374374,-0.729099,-0.915191
-1.530791,-0.371292,-0.663729
0.750044,0.119439,0.284154
-0.390922,0.396178,0.496047
-0.090802,-0.137259,0.044887
-0.659749,0.788848,0.147939
0.912810,0.820268,1.268665
0.299216,-0.405013,-0.427969
0.240664,0.069886,-0.031448
-1.169620,-0.150600,-0.389437
0.501506,0.391824,0.676137
-0.992213,-0.724362,-0.734716
-0.658553,-0.101489,-0.362472
-1.365348,-1.128242,-1.298518
-0.156541,-0.214946,0.147836
1.064473,0.272794,0.661584
0.226695,1.023097,0.442864
-0.441821,-0.920580,-1.008047
0.109146,0.161136,0.594378
0.103614,0.312472,0.013300
0.066069,0.039423,0.131900
0.177334,-0.502797,0.174527
-1.039994,-1.227378,-0.989792
0.106538,0.335835,0.016824
-1.755248,-1.618614,-1.977976
0.575624,-0.633072,0.411373
-1.102749,-0.578435,-1.100510
1.177598,0.388071,0.537901
-2.445236,-1.396056,-1.703977
1.674425,1.071287,1.246879
-1.639221,-1.272361,-1.246963
-1.199935,-0.813835,-1.408607
0.299057,-0.359907,-0.159441
0.618715,0.020374,0.463017
-0.283385,-0.328332,-0.106031
0.892606,0.052653,0.216898
-0.796554,-0.200679,-0.745542
-0.399692,-0.433474,-0.355847
-0.302078,-0.936173,-1.076274
-0.538396,-0.656392,-0.223912
-1.934179,-1.303324,-1.508443
-0.024667,-0.240312,-0.363098
-0.115007,0.119403,-0.290712
1.078183,1.041746,0.866404
-1.285944,0.300689,-0.802544
-0.639407,0.127737,-0.030687
1.203491,0.024259,0.255098
0.293289,0.025186,0.252329
0.549380,0.251245,0.531763
0.453434,0.604939,0.834136
0.457872,-0.146283,0.170933
1.821050,1.009109,1.671456
0.091541,-0.558127,0.117573
-1.011343,-1.009073,-0.932517
0.638797,0.164675,0.449882
-0.566552,-0.553089,-0.725716
-0.109937,-0.670212,-0.742390
0.370181,0.750140,0.982778
-0.821354,-0.338841,-0.350123
-0.510295,-1.081621,-0.647042
0.475849,0.346080,0.220775
-0.548645,-1.166679,-0.432289
0.973385,1.352498,1.132268
-0.986158,0.116744,-0.564969
-0.989524,-0.720536,-1.000233
1.906056,0.907917,1.778530
-1.530226,-1.403293,-1.787381
-0.026717,-0.245573,-0.383367
1.851484,1.242625,2.355721
-0.028591,0.665221,0.670007
1.346771,1.420540,1.171116
0.652475,0.942235,0.501897
-0.007202,0.080248,-0.456541
-0.130645,-0.668258,-0.424078
-2.119317,-1.868551,-1.750451
-0.319112,-0.193018,0.212184
0.232219,-0.437997,-0.738106
0.231663,0.314156,-0.116456
2.465859,2.128663,2.227676
0.280958,0.469343,1.230290
0.630145,0.693696,0.934047
1.164963,-0.117667,0.507225
0.540501,1.045029,0.475741
-0.086049,-0.843927,-1.176771
-0.081187,-0.133206,-0.100743
-0.350654,0.063814,-0.131784
0.444211,0.490246,0.391490
-0.170321,-0.758143,-0.637144
0.624936,-0.111707,-0.041556
-1.009087,-0.562825,-1.034623
0.146848,0.358216,0.690522
1.552067,0.532845,0.674576
-0.224623,0.039060,-0.149258
1.843002,0.532464,1.044956
0.163671,0.426765,0.533411
-0.056508,-0.481477,-0.567038
0.116619,0.121890,0.413202
-0.311423,-0.261695,-0.455486
-1.980556,-0.806061,-1.324428
0.880175,0.737187,1.287312
2.192713,1.235348,1.327526
0.480429,0.516097,0.718101
0.541321,1.450131,1.387990
-0.182593,0.242247,0.165280
1.157789,0.780869,0.896378
-0.039272,-0.444297,0.355425
0.267220,-0.121192,0.030019
-1.565216,-0.755655,-1.018256
-0.529342,-0.813441,-0.800759
0.367353,0.258492,0.347361
0.907212,1.353858,1.464435
0.934940,0.729654,0.729177
-1.579181,-1.644993,-2.251227
-1.477780,0.054478,-0.404354
0.584137,1.290120,0.684227
-0.746808,-0.272178,-0.239467
0.894593,1.264093,1.115895
-1.630168,-1.274608,-1.133899
-0.098410,0.293340,-0.147863
-0.034237,-0.235736,-0.315702
0.480467,-0.341381,-0.114652
-1.031160,0.574149,-0.512659
-1.966764,-2.080004,-1.701282
0.171273,0.268670,-0.257916
0.526430,0.511440,0.846630
1.007455,0.963221,1.108234
-0.358552,-0.295828,-0.380578
0.775682,0.503352,0.715819
0.485774,0.409248,0.535178
1.322405,1.165618,1.108204
-0.055388,-0.039680,0.043482
-1.729899,-1.245110,-1.219671
-0.067660,-0.707917,-0.735219
0.088451,1.068757,0.780493
0.518194,0.630586,-0.202269
-1.532682,-0.968424,-1.773007
-0.312045,-0.530665,-0.273859
0.868104,0.105865,0.285412
-0.104085,0.357133,-0.083386
-0.305734,-0.293945,-0.314569
1.906326,1.644961,1.630722
-1.070004,-1.425078,-1.579631
1.233155,1.636636,0.983529
1.021250,1.165564,0.517391
-0.225166,-0.198148,0.012682
